"ID","Description","NES","pvalue","qvalue","size","leadingEdge","var_name"
"Apoptosis","Apoptosis","-0.8787199735350909","0.7372881355932203728542617682","0.845183960314179416606350514","78","F2,ANXA1,CLU,RNASEL,FAS,TAP1,HMGB2,CTH,ISG20,CDKN1B,MGMT,DNAJA1,TOP2A,CD38,CAV1,APP,CASP1,RHOT2,IL18,CDK2,PTK2,RETSAT,PDGFRB","KRAS (Mutation, COAD)"
"TGF-beta signaling","TGF-beta signaling","0.7813751953943955","0.7769376181474479947652866940","0.869430191736429880400294223","19","LTBP2","KRAS (Mutation, COAD)"
"MYC targets V2","MYC targets V2","0.7828263311189207","0.8388888888888889061590248275","0.916925064599483197191887029","45","PHB1,HSPE1,PUS1,NPM1,TBRG4,UNG,PA2G4,FARSA,NOP56,HK2,IPO4,CBX3","KRAS (Mutation, COAD)"
"Apical junction","Apical junction","0.7901390430976619","0.8872458410351201640864360343","0.933374792703150935047062831","102","EPB41L2,TGFBI,HADH,CALB2,ACTG1,RASA1,VCAN,JUP,CRAT,FBN1,CTNNA1,ACTN4,DLG1,LIMA1,MPZL1,THY1,ACTB,ITGA2,CDH11,GTF2F1,CNN2","KRAS (Mutation, COAD)"
"Unfolded protein response","Unfolded protein response","0.7759251527377355","0.8936567164179104461041447394","0.933374792703150935047062831","76","MTHFD2,SKIC3,ERO1A,WFS1,SRPRA,TARS1,DKC1,XPOT,LSM4,NPM1,NFYA,FUS,NOP56,ALDH18A1,BANF1,SEC31A,RPS14,PDIA5,EXOC2,KIF5B,SRPRB,PDIA6,EEF2,SLC1A4,SPCS1","KRAS (Mutation, COAD)"
"mTORC1 signaling","MTORC1 signaling","0.7996984824780532","0.9137614678899083076046849783","0.933625847626645577470583248","137","SLC2A1,TPI1,HSPE1,MTHFD2,CD9,PPA1,GAPDH,GLRX,SHMT2,ERO1A,M6PR,PGK1,IMMT,PHGDH,UFM1,FDXR,GOT1,CTSC,TUBA4A,IGFBP5,UNG,TBK1,ACTR3,HPRT1,GGA2,CYB5B,RPN1,IDH1,PSMA4,HK2,ACTR2,PDAP1,ATP2A2,ADD3,SLC1A5,HMBS,ARPC5L","KRAS (Mutation, COAD)"
"Mitotic spindle","Mitotic spindle","0.6968950942609570","0.9815157116451016516833760761","0.981515711645101651683376076","103","EPB41L2,RASA1,MARCKS,ACTN4,NCK2,ARHGAP4,DLG1,FLNB,ARHGDIA,LRPPRC,ABR,RAB3GAP1,TUBA4A,HDAC6,KIF15,CDC42EP4,PDLIM5,DST,CD2AP,ARHGAP5,DYNC1H1,PXN,SPTAN1,CDC42BPA,ARL8A,CAPZB,FARP1,KIF5B,CTTN","KRAS (Mutation, COAD)"
"Complement","Complement","2.5798633628309466","0.0000000000002628913517066203","0.000000000007321696360736839","98","FCN1,MMP12,FCER1G,ITGAM,S100A12,S100A9,CLU,ME1,C1QC,CD55,FN1,GZMA,C4BPB,GCA,C9,TIMP1,C1QA,ERAP2,CTSB,PLG,KLKB1,F2,C1R,TIMP2,C1S,CP,MMP14,PFN1,PLEK,CFH,GNAI2,LYN,RHOG,GRB2,PPP2CB,CTSL,LGMN,XPNPEP1,SERPING1,SERPINA1,LTA4H,DOCK10,ADAM9,LCP2,GNB4,CDA,ITIH1,HSPA5,PPP4C,WAS,PRKCD","PIK3CA (Mutation, COAD)"
"Oxidative phosphorylation","Oxidative phosphorylation","-2.3094748858378118","0.0000000000003115615472653974","0.000000000007321696360736839","170","MDH2,AIFM1,HSD17B10,COX7A2L,SUCLG1,DECR1,SUCLA2,PDHB,LRPPRC,HADHA,MRPL15,PDHA1,HADHB,TIMM13,SLC25A20,ABCB7,UQCRB,DLD,VDAC1,MGST3,PMPCA,MRPS15,MRPS22,GOT2,COX7A2,TOMM70,NDUFAB1,OPA1,COX5B,CPT1A,ETFDH,COX17,COX6C,MRPS12,UQCRC1,MRPL11,DLAT,IDH3G,OGDH,TOMM22,ACAA2,IDH3B,COX5A,ISCU,IDH2,IDH3A,ACO2,SLC25A12,IMMT,COX6B1,SLC25A5,PDP1,GLUD1,ACADM,NDUFB5,UQCRC2,UQCRFS1,CYC1,HCCS,COX7B,NDUFA8,TIMM9,COX7C,PDHX,UQCRQ,MRPS30,COX4I1,ETFA,HTRA2,SURF1,PRDX3,ETFB,GRPEL1,MTX2,VDAC3,NDUFB6,NDUFS8,TIMM50,NDUFA5,MRPL34,ACAA1,UQCRH,NDUFB1,ECHS1,RHOT2,FH,NDUFS6,COX6A1,ECI1,SLC25A6,ATP5F1D,MRPS11,FDX1,ATP5PF,RHOT1,HSPA9,SUPV3L1,ALDH6A1,NDUFV2,ECH1","PIK3CA (Mutation, COAD)"
"Epithelial mesenchymal transition","Epithelial mesenchymal transition","2.3974321796108957","0.0000000000350566971698365935","0.000000000549221588994106646","121","THBS2,THBS1,POSTN,TIMP3,FN1,LOXL2,FAP,COL12A1,HTRA1,TIMP1,FBLN2,QSOX1,PTX3,MMP2,LAMA3,ECM1,LAMC2,NTM,IGFBP3,IGFBP4,ENO2,PLOD1,CD44,COL11A1,PLOD2,COL1A2,MXRA5,IGFBP2,BGN,COL5A2,COL5A1,NNMT,COL1A1,MMP14,BASP1,COL3A1,TNC,P3H1,FSTL1,FAS,PPIB,LUM,PFN2,MGP,COLGALT1,MFAP5,SERPINH1,LAMA2,SERPINE2,FGF2,VCAN","PIK3CA (Mutation, COAD)"
"Coagulation","Coagulation","2.1855187378814902","0.0000003094402611129392346043","0.000003635923068077035980131","73","THBS1,CLU,TIMP3,FN1,MMP9,HTRA1,C9,TIMP1,C1QA,MMP2,PROS1,CPB2,FGA,ANXA1,PRSS23,CTSB,PLG,KLKB1,F2,F9,C8A,C1R,C8B,C1S,C8G,MMP14,PLEK,CFH,CFD,LGMN,SERPING1,APOA1,PECAM1,SERPINA1,LTA4H","PIK3CA (Mutation, COAD)"
"Fatty acid metabolism","Fatty acid metabolism","-1.9531773646087778","0.0000046185909408479111965440","0.000043414754843970364739294","114","ACSL5,ACSS1,HSPH1,MAOA,MDH2,HMGCS2,HSD17B10,SUCLG1,HSDL2,BPHL,FABP1,SUCLG2,DECR1,SUCLA2,ACOT8,AUH,PDHB,HADH,PDHA1,HADHB,MIX23,CPT2,MCEE,DLD,CPT1A,ETFDH,HSD17B7,ACSM3,BCKDHB,IDH3G,ACAA2,IDH3B,HMGCL,HIBCH,FABP2,DHCR24,ACO2,ACADM,HCCS,CRYZ,CRAT","PIK3CA (Mutation, COAD)"
"Adipogenesis","Adipogenesis","-1.7578022895640009","0.0000902704032035880996488048","0.000707118158428106748959741","131","COQ9,MDH2,AIFM1,SUCLG1,MCCC1,ATP1B3,DECR1,ALDH2,HADH,COQ5,MRPL15,MTCH2,PTCD3,CPT2,DLD,MGST3,TST,CAVIN2,NDUFAB1,UQCRC1,LPCAT3,DLAT,IDH3G,ACAA2,CMPK1,HIBCH,IDH3A,ACO2,ITIH5,CMBL,IMMT,BCL2L13,ACADM,AK2,CYC1,COQ3,CRAT,COX7B,CAVIN1,DGAT1,UQCRQ,ITGA7,MYLK,SORBS1,PRDX3,ETFB,AGPAT3,DBT,GRPEL1","PIK3CA (Mutation, COAD)"
"Allograft rejection","Allograft rejection","1.7921390310657221","0.0007169589907180150744822611","0.004089630090477794875647444","68","ITGB2,GZMA,MMP9,NCF4,TIMP1,ELANE,ITGAL,GALNT1,PTPRC,F2,ICAM1,PRKCB,LYN,AKT1,FAS,STAT1,PTPN6,IL18,TPD52,LCP2,EIF3A,FYB1,WAS,CSK,CFP,CAPG,AARS1,HCLS1","PIK3CA (Mutation, COAD)"
"Heme metabolism","Heme metabolism","-1.7289884650597127","0.0007754853271615161055055343","0.004089630090477794875647444","74","HBD,SELENBP1,SLC4A1,GYPA,EPB42,SPTA1,HTATIP2,SPTB,SNCA,DMTN,ANK1,MGST3,MPP1,GCLC,TOP1,BCAM,HDGF,H1-0,EPB41,UBAC1","PIK3CA (Mutation, COAD)"
"mTORC1 signaling","MTORC1 signaling","1.6420619646843315","0.0007831206556234074486408381","0.004089630090477794875647444","137","P4HA1,ITGB2,ME1,PSAT1,PSMB5,PHGDH,PLOD2,GBE1,SHMT2,ERO1A,CORO1A,IGFBP5,ENO1,SDF2L1,GPI,MTHFD2,G6PD,RPA1,HMGCS1,ATP6V1D,HSP90B1,GAPDH,LGMN,LDHA,PNP,LTA4H,MCM4,MCM2,NIBAN1,SERPINH1,COPS5,HK2,GGA2,CTH,HSPA5,RDH11,CANX,PGK1,CFP,GLRX,SSR1,FGL2,SLC1A5,ASNS,QDPR,M6PR,SLC2A1,ACSL3,MAP2K3","PIK3CA (Mutation, COAD)"
"Hypoxia","Hypoxia","1.6192910040709483","0.0035222699179774524802510882","0.016554668614494026657180115","81","P4HA1,PFKP,KDELR3,P4HA2,IGFBP3,ALDOC,AMPD3,ENO2,PLIN2,GBE1,ANXA2,BGN,ERO1A,COL5A1,ENO1,CP,GPI,GYS1,SAP30,GAPDH,NDRG1,SCARB1,XPNPEP1,LDHA,MIF,TPD52,HK2,HSPA5,PGK1,GLRX,TGFBI,SRPX,NEDD4L,NAGK,HK1,CA12,SLC2A1","PIK3CA (Mutation, COAD)"
"IFN-gamma response","IFN-gamma response","1.5812269560238252","0.0044723818528831227325781583","0.019109267916864250413944148","89","UPP1,PFKP,GZMA,BST2,ICAM1,C1R,C1S,MTHFD2,CFH,FAS,GBP4,SERPING1,PARP14,PNP,STAT1,PTPN6,MX1,STAT2,LCP2,RIPK1,PARP12,OAS3,FGL2,TRAFD1,CASP3,PSME2,CASP1,IRF9,OAS2,PML,ISG20,WARS1,RIGI,IFIT1,UBE2L6,VCAM1,ISG15,NFKB1,TNFAIP2,NAMPT","PIK3CA (Mutation, COAD)"
"Bile acid metabolism","Bile acid metabolism","-1.6994621569666011","0.0052713558261183882450162663","0.019534109466969398066771291","40","ACSL5,AMACR,PRDX5,SULT1B1,CYP27A1,PEX1,GSTK1,DHCR24,IDH2","PIK3CA (Mutation, COAD)"
"Inflammatory response","Inflammatory response","1.7359078528369336","0.0054030515546936632581553894","0.019534109466969398066771291","37","MSR1,CD55,CYBB,BST2,TIMP1,ICAM1,MMP14,LYN,RHOG,LPAR1,IL18,LCP2,P2RX4,PTPRE,VIP,CD48,CD14,ITGA5","PIK3CA (Mutation, COAD)"
"Peroxisome","Peroxisome","-1.5535003157663454","0.0131189832714558047427333420","0.040120836635030091010811759","56","ACSL5,PRDX5,ACOT8,FIS1,HSD11B2,GSTK1,HMGCL,DHCR24,IDH2,UGT2B17,CRAT,MVP,ABCB1,ABCD3,NUDT19,MLYCD","PIK3CA (Mutation, COAD)"
"Angiogenesis","Angiogenesis","1.7202668750450725","0.0134389041147899134659438047","0.040120836635030091010811759","18","POSTN,VTN,TIMP1,COL5A2,COL3A1,FSTL1,APOH,LUM,VCAN,NRP1,LRPAP1","PIK3CA (Mutation, COAD)"
"Reactive oxygen species pathway","Reactive oxygen species pathway","1.6282270186083787","0.0136581571523506691695493132","0.040120836635030091010811759","32","PFKP,MPO,MBP,FTL,MSRA,LSP1,G6PD,MGST1","PIK3CA (Mutation, COAD)"
"MYC targets V2","MYC targets V2","-1.5093078890678684","0.0191234284260198492133575598","0.052870655060172522254902105","45","TBRG4,TFB2M,HSPE1,HSPD1,NDUFAF4,DCTPP1,PRMT3,WDR43,DDX18,GNL3,MPHOSPH10,RRP12,BYSL,UTP20,PUS1,SUPV3L1,GRWD1","PIK3CA (Mutation, COAD)"
"Glycolysis","Glycolysis","1.3542986925270408","0.0275341667979256687903699685","0.071894768861250360481029986","108","P4HA1,ME1,PFKP,KDELR3,QSOX1,SLC16A3,PKM,P4HA2,PYGL,IGFBP3,ENO2,PLOD1,CD44,PLOD2,STMN1,ERO1A,COL5A1,PGAM1,ME2,ENO1,GYS1,G6PD,SAP30,PPP2CB,LDHA,MIF,HK2,VCAN,CTH,PKP2,HSPA5,PGK1,GLRX,TGFBI","PIK3CA (Mutation, COAD)"
"IL-6/JAK2/STAT3 signaling","IL-6/JAK2/STAT3 signaling","1.5321326990110733","0.0371706581864113330682108938","0.091948470250596464614645242","20","PLA2G2A,CD44,GRB2,FAS,STAT1,STAT2,CD14,CBL,IRF9","PIK3CA (Mutation, COAD)"
"Apoptosis","Apoptosis","1.3720879132169768","0.0392571900952762356529213150","0.092254396723899151355752224","78","CLU,TIMP3,TIMP1,MMP2,ANXA1,ENO2,CD44,F2,BGN,TIMP2,GSTM1,DPYD,FAS,LUM","PIK3CA (Mutation, COAD)"
"Cholesterol homeostasis","Cholesterol homeostasis","1.4652015687882232","0.0439887943540957504495736430","0.098451111173452399150107794","38","CLU,ALCAM,ALDOC,ANTXR2,FABP5,GPX8,HMGCS1,FASN,FDFT1,LGMN,LSS,NIBAN1,MVK,ACTG1,S100A11","PIK3CA (Mutation, COAD)"
"Apical junction","Apical junction","1.2996657914358098","0.0574630428277439417317218329","0.122761955131998418133676410","102","FSCN1,RAC2,MMP9,MMP2,LAMA3,LAMC2,PTPRC,ACTA1,CALB2,ICAM1,LAMB3,PFN1,GNAI2,CNN2,THBS3,LIMA1,CAP1,PECAM1,MSN,ADAM9,VCAN,ACTG1,MYH10,FYB1,TGFBI,SYK,ZYX,MAPK14,ACTN1,CD276,FBN1,ICAM2,YWHAH,ARHGEF6,MPZL1,EVL,ITGB4,VASP","PIK3CA (Mutation, COAD)"
"TNF-alpha signaling via NF-kB","TNF-alpha signaling via NF-kB","1.3708160146097939","0.0691964285714285753936536594","0.141401397515527965653703291","31","PTX3,SERPINB8,CD44,ICAM1,LAMB3,PLEK,TNC,PDLIM5,IL18,PTPRE,NFKB2,MAP2K3,REL,DNAJB4,RIGI,STAT5A,NFKB1,TNFAIP2,NAMPT","PIK3CA (Mutation, COAD)"
"Estrogen response late","Estrogen response late","1.2876708459528645","0.0772727272727272707086854098","0.151264367816091954699331268","81","AGR2,HSPA4L,S100A9,RAB31,PAPSS2,DNAJC1,LAMC2,UGDH,IGFBP4,PRSS23,CD44,SERPINA3,MYOF,FABP5,SCARB1,FDFT1,SERPINA1,PTPN6,FKBP5,SLC27A2,CXCL12,METTL3","PIK3CA (Mutation, COAD)"
"IL-2/STAT5 signaling","IL-2/STAT5 signaling","1.3069688109682904","0.0804597701149425276190285672","0.151264367816091954699331268","64","P4HA1,ALCAM,SERPINB6,ECM1,CD44,PLIN2,CKAP4,MYO1E,NDRG1,GSTO1,GBP4,MUC1,PNP,P2RX4,HK2,LCLAT1,RABGAP1L,NRP1,GLIPR2,CAPG,FGL2,CD48,SLC1A5,CASP3,PLEC","PIK3CA (Mutation, COAD)"
"Xenobiotic metabolism","Xenobiotic metabolism","-1.2492856993443104","0.1017543859649122778288088398","0.183940620782726049764477239","90","ENTPD5,DDC,MAOA,CES1,ASL,BPHL,FABP1,CYP27A1,ALDH2,MCCC2,GSS,AKR1C3,NDRG2,ETFDH,AHCY,NFS1,GCLC,DDAH2,PGRMC1,CYP2S1,ACO2","PIK3CA (Mutation, COAD)"
"KRAS signaling up","KRAS signaling up","1.2592268072619521","0.1200923787528868358354117163","0.209049696347617830483045509","54","FCER1G,ITGB2,MMP9,ARG1,IGFBP3,SPON1,SERPINA3,LCP1,ERO1A,F13A1,DOCK2,CFH,SLPI,PECAM1,EPB41L3","PIK3CA (Mutation, COAD)"
"MYC targets V1","MYC targets V1","-1.1566566193652370","0.1661184210526315818690079595","0.278841635338345883443622597","182","SSBP1,EIF1AX,HSPE1,TUFM,VDAC1,GOT2,TOMM70,NDUFAB1,HSPD1,MRPL9,SET,SSB,MRPS18B,COX5A,VBP1,NME1,HDGF,NHP2,RPL22,CYC1,MRPL23,DEK,GLO1,UBA2,RSL1D1,PRDX3,NCBP1,DDX18,HNRNPA2B1,HNRNPA3,VDAC3,GNL3,ABCE1,ILF2,EEF1B2,SRSF7,YWHAQ,EIF4H,PSMA7,HNRNPD,XPO1,LSM2,PRDX4,XRCC6,IARS1,RUVBL2,NCBP2,EIF3J,HSP90AB1,C1QBP,ACP1,SRPK1,ETF1,DDX21,KARS1,PRPS2,CBX3,SNRPA1,SRM,RFC4,SNRPD2,PHB1,HNRNPU,PPM1G,RANBP1,EIF2S2","PIK3CA (Mutation, COAD)"
"TGF-beta signaling","TGF-beta signaling","1.2016383367737573","0.2192982456140350755458001686","0.348387096774193549819642612","19","THBS1,RAB31","PIK3CA (Mutation, COAD)"
"P53 pathway","P53 pathway","1.1269416767519442","0.2261640798226164095208190474","0.348387096774193549819642612","74","SERPINB5,HSPA4L,UPP1,DEF6,ZFP36L1,NDRG1,S100A10,FAS,STOM,LDHB,DGKA,ELP1,RPL18,RPS27L,DDB2,PTPRE,CYFIP2,SP1,SFN,EPHX1,GM2A,TRAFD1","PIK3CA (Mutation, COAD)"
"Apical surface","Apical surface","1.2104252264147197","0.2297872340425531900720557132","0.348387096774193549819642612","13","CRYBG1,SLC34A3,LYN","PIK3CA (Mutation, COAD)"
"Estrogen response early","Estrogen response early","1.0963972343027732","0.2678983833718244778054895505","0.393475750577367222593494489","65","MLPH,RAB31,PAPSS2,IGFBP4,PRSS23,CD44,CALB2,MYOF,FASN,SCARB1,FDFT1,MUC1,ABLIM1,LAD1,FKBP5,SLC27A2,PODXL,CXCL12,NADSYN1,ESRP2,SFN,ITPK1,CA12,SLC2A1,DYNLT3,FLNB,FKBP4,TPD52L1,GLA","PIK3CA (Mutation, COAD)"
"DNA repair","DNA repair","-1.0738461012908214","0.3091872791519434393592291599","0.427795136530362718474407302","86","AK3,NT5C3A,COX17,BCAM,MRPL40,STX3,NME1,RAE1,MPC2,CETN2,NELFB,ITPA,BCAP31,RALA,SURF1,UMPS,POLR1C,XPC,POLB,AK1,NME3,POLR1D,NT5C,DDB1,NELFCD,POLR2E,NUDT9,CSTF3,GTF2F1,NCBP2,NUDT21,RFC4,ADRM1,LIG1,POLD1,NELFE,RFC2,GMPR2,EDF1","PIK3CA (Mutation, COAD)"
"IFN-alpha response","IFN-alpha response","1.0810442405699037","0.3094688221709007147630643431","0.427795136530362718474407302","54","BST2,GMPR,C1S,GBP4,PARP14,MX1,STAT2,PARP12,TRAFD1,PSME2,CASP1,IRF9,PARP9,ISG20,WARS1,UBE2L6,ISG15","PIK3CA (Mutation, COAD)"
"Mitotic spindle","Mitotic spindle","1.0486326402045967","0.3456221198156682050672827700","0.454230488694383705006174523","103","FSCN1,PCM1,ARHGAP10,KIF15,EZR,DOCK2,ARHGAP4,MYO1E,ARHGEF2,PREX1,MYO9B,ARFIP2,PDLIM5,BCR,LLGL1,AKAP13,CLIP1,CDC42EP1,ROCK1,PAFAH1B1,MYH10,PXN,ARF6,ARHGAP5,SUN2,ABR,RANBP9,ARL8A,CAPZB,FLNB,MAP1S,GEMIN4","PIK3CA (Mutation, COAD)"
"Unfolded protein response","Unfolded protein response","1.0504981524488861","0.3479212253829321865872259423","0.454230488694383705006174523","76","KDELR3,H2AX,PSAT1,ERO1A,MTHFD2,HSP90B1,YIF1A,SPCS3,BAG3,HSPA5,ATP6V0D1,EEF2,SSR1,PDIA5,EIF4A1,ASNS,GEMIN4,SEC11A,HYOU1,CALR,IFIT1,WFS1,TARS1,NOLC1,PAIP1","PIK3CA (Mutation, COAD)"
"UV response down","UV response down","1.0179082970040478","0.4200913242009132186893793914","0.523587586677276339841569097","59","COL11A1,COL1A2,ANXA2,SYNJ2,COL5A2,CELF2,IGFBP5,NEK7,COL1A1,COL3A1,PDLIM5,LPAR1","PIK3CA (Mutation, COAD)"
"Hedgehog signaling","Hedgehog signaling","1.0218010685306673","0.4233261339092872499456632340","0.523587586677276339841569097","12","CDK6,PLG,NRP1,NRP2,DPYSL2,PML","PIK3CA (Mutation, COAD)"
"Myogenesis","Myogenesis","0.9876354836831398","0.4900221729490022437580876158","0.590539541759053987490801774","77","CLU,ACSL1,IGFBP3,AEBP1,ACTA1,LSP1,COL1A1,COL3A1,PTGIS,CFD,ABLIM1,FLII,LAMA2,SOD3,FGF2","PIK3CA (Mutation, COAD)"
"UV response up","UV response up","0.9748316232311975","0.5046296296296296501893152708","0.592939814814814836196887882","84","CDC34,C4BPB,H2AX,APOM,COL2A1,ENO2,IGFBP2,ICAM1,MMP14,MGAT1,BSG,LYN,RAB27A,TGFBRAP1,PRKACA","PIK3CA (Mutation, COAD)"
"Androgen response","Androgen response","0.8984747508428762","0.6889400921658985765816396452","0.770956769804696073755678754","51","CDK6,CAMKK2,IQGAP2,LMAN1,SEC24D,HMGCS1,NDRG1,AKT1,PDLIM5,PGM3,SPCS3,TPD52,FKBP5,STEAP4,PTK2B","PIK3CA (Mutation, COAD)"
"PI3K/AKT/mTOR signaling","PI3K/AKT/mTOR signaling","0.7901450493592059","0.8637413394919168929675379331","0.922632794457274862942597338","61","PFN1,PRKCB,HSP90B1,AKT1,GRB2,ATF1,PPP2R1B,ITPR2,STAT2,RIPK1,RPTOR,SFN,SLC2A1,MAP2K3,RPS6KA1,PPP1CA,CALR,GRK2,PAK4,PIN1,GSK3B,MAPK9,CDK2,ARHGDIA,AP2M1,ECSIT","PIK3CA (Mutation, COAD)"
"Protein secretion","Protein secretion","0.7513083380034787","0.9295154185022026505080816605","0.970827214880078392944540155","75","ARFGAP3,LMAN1,SEC24D,ANP32E,ATP6V1H,TMED10,TMX1,GBF1,ERGIC3,TPD52,SNAP23,SEC22B,TMED2,M6PR,STX7,SNX2,GLA,NAPG,VPS4B,COPB2,SCAMP3,USO1,ARCN1,IGF2R,VAMP3,CD63,AP2M1,AP3S1,COPB1","PIK3CA (Mutation, COAD)"
"G2M checkpoint","G2M checkpoint","0.6887690370869142","0.9793577981651375718996632713","0.980633802816901378740510609","86","H2AX,KIF15,STMN1,HMGN2,JPT1,SAP30,MKI67,MCM3,MCM5,RPA2","PIK3CA (Mutation, COAD)"
"E2F targets","E2F targets","-0.7163830930923411","0.9806338028169013787405106086","0.980633802816901378740510609","103","TBRG4,PDS5B,RAD50,MRE11,CSE1L,RBBP7,PRKDC,LBR,NME1,DCTPP1,AK2,DEK,HMGB3,NBN,SMC1A,NUP153,EXOSC8,IPO7,RAD21,SMC3,TOP2A,CDK1,CTCF,HNRNPD,XPO1,ILF3,PRDX4,XRCC6","PIK3CA (Mutation, COAD)"
"Epithelial mesenchymal transition","Epithelial mesenchymal transition","2.1620114278749685","0.0000000452212984488612949834","0.000002125401027096480897308","121","VCAN,THBS2,FBN1,MGP,HTRA1,FBLN1,CDH11,SERPINE2,COL12A1,DPYSL3,MXRA5,THY1,POSTN,COL11A1,TGFBI,TGM2,SERPINH1,CALD1,FBLN5,TPM4,EFEMP2,ELN,FBLN2,ACTA2,FBN2,COL16A1,SGCD,TIMP3,CXCL12,LGALS1,COL3A1,NNMT,LRP1,SPARC,FGF2,VIM,IGFBP3,PLOD3,PDLIM4,LUM,PLOD2,MYL9,PVR,FLNA,SNTB1,PCOLCE,GREM1,MFAP5,P3H1,NTM,COL5A1,ITGAV,ITGB5,TAGLN,SGCB,DAB2,THBS1,BGN,PDGFRB,DCN,MYLK,GPC1,RHOB","APC (Mutation, COAD)"
"Complement","Complement","-1.9462338115506914","0.0000228957987658836127978224","0.000538051270998264954958934","98","TIMP1,C4BPB,S100A13,FCN1,ME1,CDA,PPP2CB,GZMA,ADAM9,CASP7,LYN,PFN1,CTSS,CP,C1QC,ITGAM,APOA4,CFH,C9,CTSC,KLKB1,F2,PRKCD,GCA,C1QA,XPNPEP1,CTSL,HSPA5,SERPINA1,CD55,EHD1,GNAI2,C3,S100A12,PPP4C,LGMN,CTSB,APOC1,USP14,SERPING1,PLG,CASP10,F5,GNB2,S100A9,LAP3,USP15,LGALS3,CASP3,PSMB9,FCER1G,LIPA,GMFB,GPD2","APC (Mutation, COAD)"
"MYC targets V1","MYC targets V1","1.6763434499491277","0.0000494127212711240650913277","0.000762596455259378740165754","182","HSPE1,UBA2,HSPD1,SSB,DDX18,NDUFAB1,SRPK1,DDX21,FBL,SSBP1,EEF1B2,MRPL23,MRPL9,NHP2,NPM1,HSP90AB1,RPL22,TRA2B,TOMM70,HDAC2,EIF1AX,RRP9,GOT2,NAP1L1,NME1,GNL3,XPOT,PRDX4,YWHAQ,NOP56,HNRNPA3,RSL1D1,DEK,VDAC1,HNRNPD,PPM1G,SYNCRIP,SRM,EIF4H,G3BP1,NCBP2,VBP1,KPNA2,LDHA,RUVBL2,SNRPD1,PRPF31,CNBP,AP3S1,RPS10,CAD,TRIM28,HNRNPU,SNRPD3","APC (Mutation, COAD)"
"MYC targets V2","MYC targets V2","2.0365211358498212","0.0000680005060265609308136486","0.000762596455259378740165754","45","HSPE1,HSPD1,PRMT3,DDX18,PUS1,NPM1,WDR43,MPHOSPH10,NDUFAF4,EXOSC5,NIP7,RRP9,TCOF1,GNL3,NOP2,NOP56,SRM,WDR74,PES1,RCL1,TBRG4,GRWD1,UTP20","APC (Mutation, COAD)"
"IFN-gamma response","IFN-gamma response","-1.9091136427181672","0.0000811272824744019939230064","0.000762596455259378740165754","89","PFKP,MX1,GBP4,GZMA,FAS,CASP7,CMPK2,HLA-DRB1,WARS1,LGALS3BP,OAS3,PSME2,DDX60,ISG15,CFH,UPP1,IFIT3,ISG20,UBE2L6,IFI35,OAS2,NMI,PSME1,PTPN6,TOR1B,BPGM,SERPING1,ADAR,PARP14,PSMB10,PSMB8,TRAFD1,LAP3,PSMB2,CASP3,VCAM1,ICAM1,PSMB9,PARP12,MYD88,RIGI,TRIM14,PLSCR1,TAP1,BST2,ISOC1,SRI","APC (Mutation, COAD)"
"IFN-alpha response","IFN-alpha response","-1.9076573596306283","0.0002842464065295017281234657","0.002226596851147763338196750","54","MX1,GBP4,CMPK2,WARS1,LGALS3BP,GBP2,PSME2,DDX60,ISG15,IFIT3,ISG20,UBE2L6,IFI35,NMI,PSME1,UBA7,ADAR,PARP14,PSMB8,TRAFD1,LAP3,PARP9,MOV10,PSMB9,CD47,PARP12,GMPR,TRIM14,PLSCR1,TAP1,BST2","APC (Mutation, COAD)"
"Glycolysis","Glycolysis","-1.6590062210866292","0.0008372303772514517626254782","0.005621403961545461819282465","108","QSOX1,TFF3,GNE,GFUS,KDELR3,CAPN5,PFKP,ME1,PPP2CB,PYGL,STMN1,B4GALT4,CTH,NT5E,GALE,HK2,DSC2,EGFR,AGL,BPNT1,GMPPA,ISG20,PYGB,SAP30,HSPA5,ALDOB,FKBP4,SLC16A3,PGAM1,ME2,GOT1,ALDH7A1,GLRX,DLD,NOL3,SDC1,PKM,COPB2,GYS1,TPI1,ERO1A","APC (Mutation, COAD)"
"Myogenesis","Myogenesis","1.6960449696973861","0.0017562283852063159325651576","0.010317841763087106862761821","77","CNN3,AEBP1,GPX3,CDH13,PTGIS,SGCD,IGFBP7,GSN,COL3A1,SPARC,FGF2,IGFBP3,CD36,BIN1,FHL1,ITGB5,PDLIM7,TAGLN,DAPK2,SORBS3,MYLK,SVIL,EIF4A2,PRNP,DTNA,RB1,ITGA7,TPM2,ITGB1","APC (Mutation, COAD)"
"Protein secretion","Protein secretion","-1.6977875880715689","0.0020340885349854195482399710","0.010622462349368302567120814","75","TPD52,ANP32E,NAPG,VPS4B,SNAP23,ADAM10,LMAN1,EGFR,CTSC,ARFGAP3,SCAMP1,SCAMP3,CD63,RAB2A,SEC24D,ATP6V1H,TMED2,RER1,VAMP3,COPB2,YIPF6,GOLGA4,TSPAN8,COPB1,GBF1,TMX1,KRT18,ARCN1,STX12,GNAS,USO1,MAPK1,MON2,SEC22B,STX7,TMED10,ARFIP1,TSG101","APC (Mutation, COAD)"
