"Analysis_Name","Method","Method_Label","Sorting_Name","Sorting_Rule","Recommended_Primary_Sorting","ATF3_Found","ATF3_Rank","ATF3_Score","ATF3_P_Value","ATF3_Adj_P_Value","ATF3_Rank1","Top_TF","DEG_ATF3_Primary_Significant","DEG_ATF3_FDR_Significant"
"RKO","viper","VIPER","activity_mean_ascending","Signed mean activity ascending; prioritizes repressed TFs.",FALSE,TRUE,55,0.714999970048965,NA,NA,FALSE,"E2F4",TRUE,TRUE
"RKO","enrichr","ENRICHR","current_09_integrated","ENRICHR integrated rank from 09: Best_Rank, Mean_Rank, Library_Count, adjusted P, P, combined score.",TRUE,TRUE,9,70.0687783450695,8.2941108898192e-17,2.08458653697456e-14,FALSE,"E2F4",TRUE,TRUE
"RKO","enrichr","ENRICHR","best_adjusted_p_asc","Best adjusted P value ascending, then best P ascending, then combined score descending.",FALSE,TRUE,3,70.0687783450695,8.2941108898192e-17,2.08458653697456e-14,FALSE,"E2F4",TRUE,TRUE
"RKO","enrichr","ENRICHR","best_p_value_asc","Best nominal P value ascending, then best adjusted P ascending, then combined score descending.",FALSE,TRUE,3,70.0687783450695,8.2941108898192e-17,2.08458653697456e-14,FALSE,"E2F4",TRUE,TRUE
"RKO","enrichr","ENRICHR","best_combined_score_desc","Best combined score descending, then adjusted P and P ascending.",FALSE,TRUE,9,70.0687783450695,8.2941108898192e-17,2.08458653697456e-14,FALSE,"E2F4",TRUE,TRUE
"RKO","enrichr","ENRICHR","library_count_desc_adj_p_asc","ENRICHR library count descending, then best adjusted P and P ascending.",FALSE,TRUE,3,70.0687783450695,8.2941108898192e-17,2.08458653697456e-14,FALSE,"E2F4",TRUE,TRUE
"RKO","trrust","TRRUST","current_09_p_score","TRRUST ORA: P value ascending, then score descending.",TRUE,TRUE,130,0.733047509575869,0.184906632959613,NA,FALSE,"TP53",TRUE,TRUE
"RKO","trrust","TRRUST","p_value_ascending","Nominal P value ascending.",FALSE,TRUE,130,0.733047509575869,0.184906632959613,NA,FALSE,"TP53",TRUE,TRUE
"RKO","trrust","TRRUST","score_descending","ORA score descending, then P value ascending.",FALSE,TRUE,130,0.733047509575869,0.184906632959613,NA,FALSE,"TP53",TRUE,TRUE
"RKO","collectri","CollecTRI","current_09_p_score","CollecTRI activity: P value ascending, then absolute activity score descending.",TRUE,TRUE,184,1.73646788426595,0.0824811382112327,NA,FALSE,"E2F4",TRUE,TRUE
"RKO","collectri","CollecTRI","p_value_ascending","Nominal P value ascending.",FALSE,TRUE,184,1.73646788426595,0.0824811382112327,NA,FALSE,"E2F4",TRUE,TRUE
"RKO","collectri","CollecTRI","score_descending","Absolute activity score descending, then P value ascending.",FALSE,TRUE,184,1.73646788426595,0.0824811382112327,NA,FALSE,"E2F4",TRUE,TRUE
"RKO","collectri","CollecTRI","activity_mean_descending","Signed mean activity descending; prioritizes activated TFs.",FALSE,TRUE,159,1.73646788426595,0.0824811382112327,NA,FALSE,"FOXO3",TRUE,TRUE
"SW48","dorothea","DoRothEA","current_09_p_score","DoRothEA ORA: P value ascending, then score descending.",TRUE,TRUE,75,0.991990732649857,0.101861312386739,NA,FALSE,"TP53",TRUE,FALSE
"SW48","dorothea","DoRothEA","p_value_ascending","Nominal P value ascending.",FALSE,TRUE,75,0.991990732649857,0.101861312386739,NA,FALSE,"TP53",TRUE,FALSE
"SW48","dorothea","DoRothEA","score_descending","ORA score descending, then P value ascending.",FALSE,TRUE,75,0.991990732649857,0.101861312386739,NA,FALSE,"TP53",TRUE,FALSE
"SW48","chea3","ChEA3","current_09_rank","ChEA3 Integrated--topRank: Method_Rank ascending; lower ChEA3 score is better.",TRUE,TRUE,122,0.03194,NA,NA,FALSE,"GRHL3",TRUE,FALSE
"SW48","chea3","ChEA3","score_ascending","ChEA3 Integrated score ascending; lower score is better.",FALSE,TRUE,122,0.03194,NA,NA,FALSE,"GRHL3",TRUE,FALSE
"SW48","chea3","ChEA3","library_count_desc_toprank_asc","ChEA3 evidence-library count descending, then integrated top rank ascending.",FALSE,TRUE,7,0.03194,NA,NA,FALSE,"TFAP2C",TRUE,FALSE
"SW48","viper","VIPER","current_09_abs_score","VIPER absolute activity score descending.",TRUE,TRUE,207,0.716807968691426,NA,NA,FALSE,"TEAD1",TRUE,FALSE
"SW48","viper","VIPER","activity_mean_descending","Signed mean activity descending; prioritizes activated TFs.",FALSE,TRUE,206,0.716807968691426,NA,NA,FALSE,"TEAD1",TRUE,FALSE
"SW48","viper","VIPER","activity_mean_ascending","Signed mean activity ascending; prioritizes repressed TFs.",FALSE,TRUE,57,0.716807968691426,NA,NA,FALSE,"E2F4",TRUE,FALSE
"SW48","enrichr","ENRICHR","current_09_integrated","ENRICHR integrated rank from 09: Best_Rank, Mean_Rank, Library_Count, adjusted P, P, combined score.",TRUE,TRUE,37,41.6923199719017,8.73769516880272e-09,6.50958290075802e-07,FALSE,"TRP53",TRUE,FALSE
"SW48","enrichr","ENRICHR","best_adjusted_p_asc","Best adjusted P value ascending, then best P ascending, then combined score descending.",FALSE,TRUE,10,41.6923199719017,8.73769516880272e-09,6.50958290075802e-07,FALSE,"SOX2",TRUE,FALSE
"SW48","enrichr","ENRICHR","best_p_value_asc","Best nominal P value ascending, then best adjusted P ascending, then combined score descending.",FALSE,TRUE,10,41.6923199719017,8.73769516880272e-09,6.50958290075802e-07,FALSE,"SOX2",TRUE,FALSE
"SW48","enrichr","ENRICHR","best_combined_score_desc","Best combined score descending, then adjusted P and P ascending.",FALSE,TRUE,45,41.6923199719017,8.73769516880272e-09,6.50958290075802e-07,FALSE,"GRHL3",TRUE,FALSE
"SW48","enrichr","ENRICHR","library_count_desc_adj_p_asc","ENRICHR library count descending, then best adjusted P and P ascending.",FALSE,TRUE,22,41.6923199719017,8.73769516880272e-09,6.50958290075802e-07,FALSE,"ESR1",TRUE,FALSE
"SW48","trrust","TRRUST","current_09_p_score","TRRUST ORA: P value ascending, then score descending.",TRUE,TRUE,162,0.516108326265798,0.304713484663034,NA,FALSE,"SP1",TRUE,FALSE
"SW48","trrust","TRRUST","p_value_ascending","Nominal P value ascending.",FALSE,TRUE,162,0.516108326265798,0.304713484663034,NA,FALSE,"SP1",TRUE,FALSE
"SW48","trrust","TRRUST","score_descending","ORA score descending, then P value ascending.",FALSE,TRUE,162,0.516108326265798,0.304713484663034,NA,FALSE,"SP1",TRUE,FALSE
"SW48","collectri","CollecTRI","current_09_p_score","CollecTRI activity: P value ascending, then absolute activity score descending.",TRUE,TRUE,47,2.55078149193918,0.0107481688743156,NA,FALSE,"E2F4",TRUE,FALSE
"SW48","collectri","CollecTRI","p_value_ascending","Nominal P value ascending.",FALSE,TRUE,47,2.55078149193918,0.0107481688743156,NA,FALSE,"E2F4",TRUE,FALSE
"SW48","collectri","CollecTRI","score_descending","Absolute activity score descending, then P value ascending.",FALSE,TRUE,47,2.55078149193918,0.0107481688743156,NA,FALSE,"E2F4",TRUE,FALSE
"SW48","collectri","CollecTRI","activity_mean_descending","Signed mean activity descending; prioritizes activated TFs.",FALSE,TRUE,42,2.55078149193918,0.0107481688743156,NA,FALSE,"FOXO3",TRUE,FALSE
"SW948","dorothea","DoRothEA","current_09_p_score","DoRothEA ORA: P value ascending, then score descending.",TRUE,TRUE,41,1.89840887417118,0.012635461995443,NA,FALSE,"HIF1A",TRUE,FALSE
"SW948","dorothea","DoRothEA","p_value_ascending","Nominal P value ascending.",FALSE,TRUE,41,1.89840887417118,0.012635461995443,NA,FALSE,"HIF1A",TRUE,FALSE
"SW948","dorothea","DoRothEA","score_descending","ORA score descending, then P value ascending.",FALSE,TRUE,41,1.89840887417118,0.012635461995443,NA,FALSE,"HIF1A",TRUE,FALSE
"SW948","chea3","ChEA3","current_09_rank","ChEA3 Integrated--topRank: Method_Rank ascending; lower ChEA3 score is better.",TRUE,TRUE,2,0.0006223,NA,NA,FALSE,"KLF10",TRUE,FALSE
"SW948","chea3","ChEA3","score_ascending","ChEA3 Integrated score ascending; lower score is better.",FALSE,TRUE,2,0.0006223,NA,NA,FALSE,"KLF10",TRUE,FALSE
"SW948","chea3","ChEA3","library_count_desc_toprank_asc","ChEA3 evidence-library count descending, then integrated top rank ascending.",FALSE,TRUE,1,0.0006223,NA,NA,TRUE,"ATF3",TRUE,FALSE
"SW948","viper","VIPER","current_09_abs_score","VIPER absolute activity score descending.",TRUE,TRUE,152,1.15521555881257,NA,NA,FALSE,"MAZ",TRUE,FALSE
"SW948","viper","VIPER","activity_mean_descending","Signed mean activity descending; prioritizes activated TFs.",FALSE,TRUE,226,1.15521555881257,NA,NA,FALSE,"ZNF263",TRUE,FALSE
"SW948","viper","VIPER","activity_mean_ascending","Signed mean activity ascending; prioritizes repressed TFs.",FALSE,TRUE,38,1.15521555881257,NA,NA,FALSE,"MAZ",TRUE,FALSE
"SW948","enrichr","ENRICHR","current_09_integrated","ENRICHR integrated rank from 09: Best_Rank, Mean_Rank, Library_Count, adjusted P, P, combined score.",TRUE,TRUE,35,28.0933322953534,1.69364246528186e-06,0.000154856586925215,FALSE,"FOS",TRUE,FALSE
"SW948","enrichr","ENRICHR","best_adjusted_p_asc","Best adjusted P value ascending, then best P ascending, then combined score descending.",FALSE,TRUE,12,28.0933322953534,1.69364246528186e-06,0.000154856586925215,FALSE,"SOX2",TRUE,FALSE
"SW948","enrichr","ENRICHR","best_p_value_asc","Best nominal P value ascending, then best adjusted P ascending, then combined score descending.",FALSE,TRUE,12,28.0933322953534,1.69364246528186e-06,0.000154856586925215,FALSE,"SOX2",TRUE,FALSE
"SW948","enrichr","ENRICHR","best_combined_score_desc","Best combined score descending, then adjusted P and P ascending.",FALSE,TRUE,78,28.0933322953534,1.69364246528186e-06,0.000154856586925215,FALSE,"ATF4",TRUE,FALSE
"SW948","enrichr","ENRICHR","library_count_desc_adj_p_asc","ENRICHR library count descending, then best adjusted P and P ascending.",FALSE,TRUE,2,28.0933322953534,1.69364246528186e-06,0.000154856586925215,FALSE,"ESR1",TRUE,FALSE
"SW948","trrust","TRRUST","current_09_p_score","TRRUST ORA: P value ascending, then score descending.",TRUE,TRUE,154,0.59601699941878,0.253502940089307,NA,FALSE,"ATF4",TRUE,FALSE
"SW948","trrust","TRRUST","p_value_ascending","Nominal P value ascending.",FALSE,TRUE,154,0.59601699941878,0.253502940089307,NA,FALSE,"ATF4",TRUE,FALSE
"SW948","trrust","TRRUST","score_descending","ORA score descending, then P value ascending.",FALSE,TRUE,154,0.59601699941878,0.253502940089307,NA,FALSE,"ATF4",TRUE,FALSE
"SW948","collectri","CollecTRI","current_09_p_score","CollecTRI activity: P value ascending, then absolute activity score descending.",TRUE,TRUE,2,5.65045061582395,1.60027777378076e-08,NA,FALSE,"FOXO3",TRUE,FALSE
"SW948","collectri","CollecTRI","p_value_ascending","Nominal P value ascending.",FALSE,TRUE,2,5.65045061582395,1.60027777378076e-08,NA,FALSE,"FOXO3",TRUE,FALSE
"SW948","collectri","CollecTRI","score_descending","Absolute activity score descending, then P value ascending.",FALSE,TRUE,2,5.65045061582395,1.60027777378076e-08,NA,FALSE,"FOXO3",TRUE,FALSE
"SW948","collectri","CollecTRI","activity_mean_descending","Signed mean activity descending; prioritizes activated TFs.",FALSE,TRUE,2,5.65045061582395,1.60027777378076e-08,NA,FALSE,"FOXO3",TRUE,FALSE
